text,aspek,filtered,cleaned,tweet_tokens,normalisasi
Toyota Agya 2023 dan Daihatsu Ayla 2023 Akan Seperti Ini ... 10 Feb 2023 ... TOYOTA AGYA 2023 dan Daihatsu Ayla 2023 segera meluncur dengan desain dan fitur dikabarkan serupa dengan kembarannya Perodua Axia 2023.,Fitur,toyota agya dan daihatsu ayla akan seperti ini feb toyota agya dan daihatsu ayla segera meluncur dengan desain dan fitur dikabarkan serupa dengan kembarannya perodua axia,toyota agya 2023 daihatsu ayla 2023 akan seperti ini 10 feb 2023 toyota agya 2023 daihatsu ayla 2023 segera luncur dengan desain fitur kabar rupa dengan kembar perodua axia 2023,"['Toyota', 'Agya', '2023', 'dan', 'Daihatsu', 'Ayla', '2023', 'Akan', 'Seperti', 'Ini', '...', '10', 'Feb', '2023', '...', 'TOYOTA', 'AGYA', '2023', 'dan', 'Daihatsu', 'Ayla', '2023', 'segera', 'meluncur', 'dengan', 'desain', 'dan', 'fitur', 'dikabarkan', 'serupa', 'dengan', 'kembarannya', 'Perodua', 'Axia', '2023', '.']","['Toyota', 'Agya', '2023', 'dan', 'Daihatsu', 'Ayla', '2023', 'Akan', 'Seperti', 'Ini', '...', '10', 'Feb', '2023', '...', 'TOYOTA', 'AGYA', '2023', 'dan', 'Daihatsu', 'Ayla', '2023', 'segera', 'meluncur', 'dengan', 'desain', 'dan', 'fitur', 'dikabarkan', 'serupa', 'dengan', 'kembarannya', 'Perodua', 'Axia', '2023', '.']"
"Harga Mercedes-AMG G63 Edition 53 Mahal, Cuma 20 Unit! 10 Feb 2023 ... Akhirnya harga Mercedes-AMG G63 Edition 53 diumumkan untuk pasar Indonesia pada Jumat (10/2/2023). Banderol SUV ini mencapai Rp 6,45 miliar off the road.",Biaya,harga mercedes amg g edition mahal cuma unit feb akhirnya harga mercedes amg g edition diumumkan untuk pasar indonesia pada jumat banderol suv ini mencapai rp miliar off the road,harga mercedes-amg g63 edition 53 mahal cuma 20 unit 10 feb 2023 akhir harga mercedes-amg g63 edition 53 umum untuk pasar indonesia jumat 10 2 2023 banderol suv capai rp 6 45 miliar off road,"['Harga', 'Mercedes-AMG', 'G63', 'Edition', '53', 'Mahal', ',', 'Cuma', '20', 'Unit', '!', '10', 'Feb', '2023', '...', 'Akhirnya', 'harga', 'Mercedes-AMG', 'G63', 'Edition', '53', 'diumumkan', 'untuk', 'pasar', 'Indonesia', 'pada', 'Jumat', '(', '10/2/2023', ')', '.', 'Banderol', 'SUV', 'ini', 'mencapai', 'Rp', '6,45', 'miliar', 'off', 'the', 'road', '.']","['Harga', 'Mercedes-AMG', 'G63', 'Edition', '53', 'Mahal', ',', 'Cuma', '20', 'Unit', '!', '10', 'Feb', '2023', '...', 'Akhirnya', 'harga', 'Mercedes-AMG', 'G63', 'Edition', '53', 'diumumkan', 'untuk', 'pasar', 'Indonesia', 'pada', 'Jumat', '(', '10/2/2023', ')', '.', 'Banderol', 'SUV', 'ini', 'mencapai', 'Rp', '6,45', 'miliar', 'mati', 'sebuah', 'road', '.']"
"Toyota Hilux Camper Van, Intip Modifikasi Dan Harganya! 10 Feb 2023 ... Harga Toyota Hilux Camper Van Rp 1,4 Miliar ... Selain terdapat ruang tamu, modifikasi Toyota Hilux Camper Van juga dilengkapi dengan ruang kedua di belakang. DiÂ ...",Biaya,toyota hilux camper van intip modifikasi dan harganya feb harga toyota hilux camper van rp miliar selain terdapat ruang tamu modifikasi toyota hilux camper van juga dilengkapi dengan ruang kedua di belakang di,toyota hilux camper van intip modifikasi dan harga 10 feb 2023 harga toyota hilux camper van rp 1 4 miliar selain dapat ruang tamu modifikasi toyota hilux camper van lengkap dengan ruang dua belakang di,"['Toyota', 'Hilux', 'Camper', 'Van', ',', 'Intip', 'Modifikasi', 'Dan', 'Harganya', '!', '10', 'Feb', '2023', '...', 'Harga', 'Toyota', 'Hilux', 'Camper', 'Van', 'Rp', '1,4', 'Miliar', '...', 'Selain', 'terdapat', 'ruang', 'tamu', ',', 'modifikasi', 'Toyota', 'Hilux', 'Camper', 'Van', 'juga', 'dilengkapi', 'dengan', 'ruang', 'kedua', 'di', 'belakang', '.', 'DiÂ', '...']","['Toyota', 'Hilux', 'Camper', 'Van', ',', 'Intip', 'Modifikasi', 'Dan', 'Harganya', '!', '10', 'Feb', '2023', '...', 'Harga', 'Toyota', 'Hilux', 'Camper', 'Van', 'Rp', '1,4', 'Miliar', '...', 'Selain', 'terdapat', 'ruang', 'tamu', ',', 'modifikasi', 'Toyota', 'Hilux', 'Camper', 'Van', 'juga', 'dilengkapi', 'dengan', 'ruang', 'kedua', 'di', 'belakang', '.', 'DiÂ', '...']"
"Toyota Pixis Truck, Pick-up Irit BBM Hingga 21 Km/Liter â Moladin 10 Feb 2023 ... Untuk spesfikasinya sendiri, Toyota Pixis Truck mengadopsi mesin 3 silinder 658 cc DOHC 12 katup berteknologi injeksi. Jantung pacu tersebut diklaim mampuÂ ...",Fitur,toyota pixis truck pick up irit bbm hingga km liter moladin feb untuk spesfikasinya sendiri toyota pixis truck mengadopsi mesin silinder cc dohc katup berteknologi injeksi jantung pacu tersebut diklaim mampu,toyota pixis truck pick-up irit bbm hingga 21 km liter moladin 10 feb 2023 untuk spesfikasinya sendiri toyota pixis truck adopsi mesin 3 silinder 658 cc dohc 12 katup teknologi injeksi jantung pacu sebut klaim mampu,"['Toyota', 'Pixis', 'Truck', ',', 'Pick-up', 'Irit', 'BBM', 'Hingga', '21', 'Km/Liter', 'â\x80\x93', 'Moladin', '10', 'Feb', '2023', '...', 'Untuk', 'spesfikasinya', 'sendiri', ',', 'Toyota', 'Pixis', 'Truck', 'mengadopsi', 'mesin', '3', 'silinder', '658', 'cc', 'DOHC', '12', 'katup', 'berteknologi', 'injeksi', '.', 'Jantung', 'pacu', 'tersebut', 'diklaim', 'mampuÂ', '...']","['Toyota', 'Pixis', 'Truck', ',', 'Pick-up', 'Irit', 'BBM', 'Hingga', '21', 'Km/Liter', 'â\x80\x93', 'Moladin', '10', 'Feb', '2023', '...', 'Untuk', 'spesfikasinya', 'sendiri', ',', 'Toyota', 'Pixis', 'Truck', 'mengadopsi', 'mesin', '3', 'silinder', '658', 'cc', 'DOHC', '12', 'katup', 'berteknologi', 'injeksi', '.', 'Jantung', 'pacu', 'tersebut', 'diklaim', 'mampuÂ', '...']"
"Suzuki Grand Vitara Sudah Bisa Dipesan, Ini Bocoran Harganya 10 Feb 2023 ... Suzuki Grand Vitara akan melakukan comeback di Indonesia. Rencananya mobil anyar Suzuki itu bakal meluncur bertepatan dengan pembukaan pameran IndonesiaÂ ...",Biaya,suzuki grand vitara sudah bisa dipesan ini bocoran harganya feb suzuki grand vitara akan melakukan comeback di indonesia rencananya mobil anyar suzuki itu bakal meluncur bertepatan dengan pembukaan pameran indonesia,suzuki grand vitara sudah bisa pes ini bocor harga 10 feb 2023 suzuki grand vitara akan laku comeback indonesia rencana mobil anyar suzuki itu bakal luncur tepat dengan buka pamer indonesia,"['Suzuki', 'Grand', 'Vitara', 'Sudah', 'Bisa', 'Dipesan', ',', 'Ini', 'Bocoran', 'Harganya', '10', 'Feb', '2023', '...', 'Suzuki', 'Grand', 'Vitara', 'akan', 'melakukan', 'comeback', 'di', 'Indonesia', '.', 'Rencananya', 'mobil', 'anyar', 'Suzuki', 'itu', 'bakal', 'meluncur', 'bertepatan', 'dengan', 'pembukaan', 'pameran', 'IndonesiaÂ', '...']","['Suzuki', 'Grand', 'Vitara', 'Sudah', 'Bisa', 'Dipesan', ',', 'Ini', 'Bocoran', 'Harganya', '10', 'Feb', '2023', '...', 'Suzuki', 'Grand', 'Vitara', 'akan', 'melakukan', 'comeback', 'di', 'Indonesia', '.', 'Rencananya', 'mobil', 'anyar', 'Suzuki', 'itu', 'akan', 'meluncur', 'bertepatan', 'dengan', 'pembukaan', 'pameran', 'IndonesiaÂ', '...']"
"Daihatsu Ayla 2023 Belum Meluncur tapi Sudah Diuji Tabrak, Ini ... 10 Feb 2023 ... Daihatsu Ayla 2023 Belum Meluncur tapi Sudah Diuji Tabrak, Ini Hasilnya ... Mobil kembar Perodua Axia dan Daihatsu Ayla 2023 belum diluncurkan secara resmi diÂ ...",Keselamatan,daihatsu ayla belum meluncur tapi sudah diuji tabrak ini feb daihatsu ayla belum meluncur tapi sudah diuji tabrak ini hasilnya mobil kembar perodua axia dan daihatsu ayla belum diluncurkan secara resmi di,daihatsu ayla 2023 belum luncur tapi sudah uji tabrak ini 10 feb 2023 daihatsu ayla 2023 belum luncur tapi sudah uji tabrak ini hasil mobil kembar perodua axia daihatsu ayla 2023 belum luncur cara resmi di,"['Daihatsu', 'Ayla', '2023', 'Belum', 'Meluncur', 'tapi', 'Sudah', 'Diuji', 'Tabrak', ',', 'Ini', '...', '10', 'Feb', '2023', '...', 'Daihatsu', 'Ayla', '2023', 'Belum', 'Meluncur', 'tapi', 'Sudah', 'Diuji', 'Tabrak', ',', 'Ini', 'Hasilnya', '...', 'Mobil', 'kembar', 'Perodua', 'Axia', 'dan', 'Daihatsu', 'Ayla', '2023', 'belum', 'diluncurkan', 'secara', 'resmi', 'diÂ', '...']","['Daihatsu', 'Ayla', '2023', 'Belum', 'Meluncur', 'tapi', 'Sudah', 'Diuji', 'Tabrak', ',', 'Ini', '...', '10', 'Feb', '2023', '...', 'Daihatsu', 'Ayla', '2023', 'Belum', 'Meluncur', 'tapi', 'Sudah', 'Diuji', 'Tabrak', ',', 'Ini', 'Hasilnya', '...', 'Mobil', 'kembar', 'Perodua', 'Axia', 'dan', 'Daihatsu', 'Ayla', '2023', 'belum', 'diluncurkan', 'secara', 'resmi', 'diÂ', '...']"
Toyota Grand Highlander Meluncur: SUV Mewah Bertampang Veloz 10 Feb 2023 ... Toyota Grand Highlander 2024 resmi meluncur di pasar Amerika Serikat. Mobil ini memiliki tampang seperti LMPV Toyota Veloz yang dijual di Indonesia.,Fitur,toyota grand highlander meluncur suv mewah bertampang veloz feb toyota grand highlander resmi meluncur di pasar amerika serikat mobil ini memiliki tampang seperti lmpv toyota veloz yang dijual di indonesia,toyota grand highlander luncur suv mewah tampang veloz 10 feb 2023 toyota grand highlander 2024 resmi luncur pasar amerika serikat mobil milik tampang seperti lmpv toyota veloz jual indonesia,"['Toyota', 'Grand', 'Highlander', 'Meluncur', ':', 'SUV', 'Mewah', 'Bertampang', 'Veloz', '10', 'Feb', '2023', '...', 'Toyota', 'Grand', 'Highlander', '2024', 'resmi', 'meluncur', 'di', 'pasar', 'Amerika', 'Serikat', '.', 'Mobil', 'ini', 'memiliki', 'tampang', 'seperti', 'LMPV', 'Toyota', 'Veloz', 'yang', 'dijual', 'di', 'Indonesia', '.']","['Toyota', 'Grand', 'Highlander', 'Meluncur', ':', 'SUV', 'Mewah', 'Bertampang', 'Veloz', '10', 'Feb', '2023', '...', 'Toyota', 'Grand', 'Highlander', '2024', 'resmi', 'meluncur', 'di', 'pasar', 'Amerika', 'Serikat', '.', 'Mobil', 'ini', 'memiliki', 'tampang', 'seperti', 'LMPV', 'Toyota', 'Veloz', 'yang', 'dijual', 'di', 'Indonesia', '.']"
"Hyundai IONIQ 6 Makin Dekat Indonesia, Berapa Harganya? 10 Feb 2023 ... Tipe pertama, Dynamiq dibekali motor listrik tunggal dengan tenaga 168 kW (225 hp) dan torsi 360 Nm). Varian ini diunggulkan untuk jangkauan jarak tempuhnyaÂ ...",0,hyundai ioniq makin dekat indonesia berapa harganya feb tipe pertama dynamiq dibekali motor listrik tunggal dengan tenaga kw hp dan torsi nm varian ini diunggulkan untuk jangkauan jarak tempuhnya,hyundai ioniq 6 makin dekat indonesia berapa harga 10 feb 2023 tipe pertama dynamiq bekal motor listrik tunggal dengan tenaga 168 kw 225 hp torsi 360 nm varian unggul untuk jangkau jarak tempuh,"['Hyundai', 'IONIQ', '6', 'Makin', 'Dekat', 'Indonesia', ',', 'Berapa', 'Harganya', '?', '10', 'Feb', '2023', '...', 'Tipe', 'pertama', ',', 'Dynamiq', 'dibekali', 'motor', 'listrik', 'tunggal', 'dengan', 'tenaga', '168', 'kW', '(', '225', 'hp', ')', 'dan', 'torsi', '360', 'Nm', ')', '.', 'Varian', 'ini', 'diunggulkan', 'untuk', 'jangkauan', 'jarak', 'tempuhnyaÂ', '...']","['Hyundai', 'IONIQ', '6', 'Makin', 'Dekat', 'Indonesia', ',', 'Berapa', 'Harganya', '?', '10', 'Feb', '2023', '...', 'Tipe', 'pertama', ',', 'Dynamiq', 'dibekali', 'motor', 'listrik', 'tunggal', 'dengan', 'tenaga', '168', 'kW', '(', '225', 'hp', ')', 'dan', 'torsi', '360', 'Nm', ')', '.', 'Varian', 'ini', 'diunggulkan', 'untuk', 'jangkauan', 'jarak', 'tempuhnyaÂ', '...']"
Tampilan Luar-Dalam Wuling Bingo yang Mau Dijual Rp 150 Jutaan 10 Feb 2023 ... Wuling Bingo akan meluncur di China bulan depan. Mobil listrik berdimensi mungil itu disebut-sebut mau dijual di kisaran Rp 150 juta.,Biaya,tampilan luar dalam wuling bingo yang mau dijual rp jutaan feb wuling bingo akan meluncur di china bulan depan mobil listrik berdimensi mungil itu disebut sebut mau dijual di kisaran rp juta,tampil luar-dalam wuling bingo mau jual rp 150 juta 10 feb 2023 wuling bingo akan luncur china bulan depan mobil listrik mens mungil itu sebut jual kisar rp 150 juta,"['Tampilan', 'Luar-Dalam', 'Wuling', 'Bingo', 'yang', 'Mau', 'Dijual', 'Rp', '150', 'Jutaan', '10', 'Feb', '2023', '...', 'Wuling', 'Bingo', 'akan', 'meluncur', 'di', 'China', 'bulan', 'depan', '.', 'Mobil', 'listrik', 'berdimensi', 'mungil', 'itu', 'disebut-sebut', 'mau', 'dijual', 'di', 'kisaran', 'Rp', '150', 'juta', '.']","['Tampilan', 'Luar-Dalam', 'Wuling', 'Bingo', 'yang', 'Mau', 'Dijual', 'Rp', '150', 'Jutaan', '10', 'Feb', '2023', '...', 'Wuling', 'Bingo', 'akan', 'meluncur', 'di', 'China', 'bulan', 'depan', '.', 'Mobil', 'listrik', 'berdimensi', 'mungil', 'itu', 'disebut-sebut', 'mau', 'dijual', 'di', 'kisaran', 'Rp', '150', 'juta', '.']"
"Atsushi Kurita Ditunjuk Jadi Bos Baru Mitsubishi Indonesia 10 Feb 2023 ... Adapun, dari periode 2017 â 2020, Atsushi Kurita juga sempat menjabat sebagai Presiden Direktur PT Krama Yudha Tiga Berlian Motors (KTB) dengan fokus bisnisÂ ...",0,atsushi kurita ditunjuk jadi bos baru mitsubishi indonesia feb adapun dari periode atsushi kurita juga sempat menjabat sebagai presiden direktur pt krama yudha tiga berlian motors ktb dengan fokus bisnis,atsushi kurita tunjuk jadi bos baru mitsubishi indonesia 10 feb 2023 adapun periode 2017 2020 atsushi kurita sempat jabat bagai presiden direktur pt krama yudha tiga berlian motors ktb dengan fokus bisnis,"['Atsushi', 'Kurita', 'Ditunjuk', 'Jadi', 'Bos', 'Baru', 'Mitsubishi', 'Indonesia', '10', 'Feb', '2023', '...', 'Adapun', ',', 'dari', 'periode', '2017', 'â\x80\x93', '2020', ',', 'Atsushi', 'Kurita', 'juga', 'sempat', 'menjabat', 'sebagai', 'Presiden', 'Direktur', 'PT', 'Krama', 'Yudha', 'Tiga', 'Berlian', 'Motors', '(', 'KTB', ')', 'dengan', 'fokus', 'bisnisÂ', '...']","['Atsushi', 'Kurita', 'Ditunjuk', 'Jadi', 'Bos', 'Baru', 'Mitsubishi', 'Indonesia', '10', 'Feb', '2023', '...', 'Adapun', ',', 'dari', 'periode', '2017', 'â\x80\x93', '2020', ',', 'Atsushi', 'Kurita', 'juga', 'sempat', 'menjabat', 'sebagai', 'Presiden', 'Direktur', 'PT', 'Krama', 'Yudha', 'Tiga', 'Berlian', 'Motors', '(', 'KTB', ')', 'dengan', 'fokus', 'bisnisÂ', '...']"
"Toyota Grand Highlander Meluncur, SUV Bertampang Veloz 10 Feb 2023 ... Dengan sistem hibrida, Grand Highlander dapat menghasilkan tenaga maksimum hingga 362 Tk dan torsi 542 Nm. Kemampuan akselerasinya untuk mencapai 96 Kpj hanyaÂ ...",Fitur,toyota grand highlander meluncur suv bertampang veloz feb dengan sistem hibrida grand highlander dapat menghasilkan tenaga maksimum hingga tk dan torsi nm kemampuan akselerasinya untuk mencapai kpj hanya,toyota grand highlander luncur suv tampang veloz 10 feb 2023 dengan sistem hibrida grand highlander dapat hasil tenaga maksimum hingga 362 tk torsi 542 nm mampu akselerasi untuk capai 96 kpj hanya,"['Toyota', 'Grand', 'Highlander', 'Meluncur', ',', 'SUV', 'Bertampang', 'Veloz', '10', 'Feb', '2023', '...', 'Dengan', 'sistem', 'hibrida', ',', 'Grand', 'Highlander', 'dapat', 'menghasilkan', 'tenaga', 'maksimum', 'hingga', '362', 'Tk', 'dan', 'torsi', '542', 'Nm', '.', 'Kemampuan', 'akselerasinya', 'untuk', 'mencapai', '96', 'Kpj', 'hanyaÂ', '...']","['Toyota', 'Grand', 'Highlander', 'Meluncur', ',', 'SUV', 'Bertampang', 'Veloz', '10', 'Feb', '2023', '...', 'Dengan', 'sistem', 'hibrida', ',', 'Grand', 'Highlander', 'dapat', 'menghasilkan', 'tenaga', 'maksimum', 'hingga', '362', 'Tk', 'dan', 'torsi', '542', 'Nm', '.', 'Kemampuan', 'akselerasinya', 'untuk', 'mencapai', '96', 'Kpj', 'hanyaÂ', '...']"
"Adu Desain Mobil Hibrida, Wuling Almaz Vs Toyota Corolla Cross 10 Feb 2023 ... Secara keseluruhan, desain Corolla Cross Hybrid tak jauh berbeda dari versi konvensionalnya. Punya garis kaku, tegas, serta agresif dengan gril besar membuatÂ ...",Fitur,adu desain mobil hibrida wuling almaz vs toyota corolla cross feb secara keseluruhan desain corolla cross hybrid tak jauh berbeda dari versi konvensionalnya punya garis kaku tegas serta agresif dengan gril besar membuat,adu desain mobil hibrida wuling almaz vs toyota corolla cross 10 feb 2023 cara seluruh desain corolla cross hybrid tak jauh beda versi konvensional punya garis kaku tegas serta agresif dengan gril besar buat,"['Adu', 'Desain', 'Mobil', 'Hibrida', ',', 'Wuling', 'Almaz', 'Vs', 'Toyota', 'Corolla', 'Cross', '10', 'Feb', '2023', '...', 'Secara', 'keseluruhan', ',', 'desain', 'Corolla', 'Cross', 'Hybrid', 'tak', 'jauh', 'berbeda', 'dari', 'versi', 'konvensionalnya', '.', 'Punya', 'garis', 'kaku', ',', 'tegas', ',', 'serta', 'agresif', 'dengan', 'gril', 'besar', 'membuatÂ', '...']","['Adu', 'Desain', 'Mobil', 'Hibrida', ',', 'Wuling', 'Almaz', 'Vs', 'Toyota', 'Corolla', 'Cross', '10', 'Feb', '2023', '...', 'Secara', 'keseluruhan', ',', 'desain', 'Corolla', 'Cross', 'Hybrid', 'tidak', 'jauh', 'berbeda', 'dari', 'versi', 'konvensionalnya', '.', 'Punya', 'garis', 'kaku', ',', 'tegas', ',', 'serta', 'agresif', 'dengan', 'gril', 'besar', 'membuatÂ', '...']"
"Toyota Agya Jadi Andalan Tim Kartika Sari Motorsport 10 Feb 2023 ... Tim Kartika Sari Motorsport akan menurunkan Toyota Agya yang tengah dipersiapkan untuk ketiga pebalapnya untuk turun dalam dua kategori, yakni Sprint RallyÂ ...",Fitur,toyota agya jadi andalan tim kartika sari motorsport feb tim kartika sari motorsport akan menurunkan toyota agya yang tengah dipersiapkan untuk ketiga pebalapnya untuk turun dalam dua kategori yakni sprint rally,toyota agya jadi andal tim kartika sari motorsport 10 feb 2023 tim kartika sari motorsport akan turun toyota agya tengah siap untuk tiga balap untuk turun dalam dua kategori yakni sprint rally,"['Toyota', 'Agya', 'Jadi', 'Andalan', 'Tim', 'Kartika', 'Sari', 'Motorsport', '10', 'Feb', '2023', '...', 'Tim', 'Kartika', 'Sari', 'Motorsport', 'akan', 'menurunkan', 'Toyota', 'Agya', 'yang', 'tengah', 'dipersiapkan', 'untuk', 'ketiga', 'pebalapnya', 'untuk', 'turun', 'dalam', 'dua', 'kategori', ',', 'yakni', 'Sprint', 'RallyÂ', '...']","['Toyota', 'Agya', 'Jadi', 'Andalan', 'Tim', 'Kartika', 'Sari', 'Motorsport', '10', 'Feb', '2023', '...', 'Tim', 'Kartika', 'Sari', 'Motorsport', 'akan', 'menurunkan', 'Toyota', 'Agya', 'yang', 'tengah', 'dipersiapkan', 'untuk', 'ketiga', 'pebalapnya', 'untuk', 'turun', 'dalam', 'dua', 'kategori', ',', 'yakni', 'Sprint', 'RallyÂ', '...']"
"Intip Spesifikasi Wuling Alvez, Penantang Creta dan HR-V 10 Feb 2023 ... Wuling Alvez kabarnya akan meluncur dalam waktu dekat, tepatnya di IIMS 2023, dan bisa menjadi penantang Hyundai Creta dan Honda HR-V.",Fitur,intip spesifikasi wuling alvez penantang creta dan hr v feb wuling alvez kabarnya akan meluncur dalam waktu dekat tepatnya di iims dan bisa menjadi penantang hyundai creta dan honda hr v,intip spesifikasi wuling alvez tantang creta hr-v 10 feb 2023 wuling alvez kabar akan luncur dalam dekat tepat iims 2023 bisa jadi tantang hyundai creta honda hr-v,"['Intip', 'Spesifikasi', 'Wuling', 'Alvez', ',', 'Penantang', 'Creta', 'dan', 'HR-V', '10', 'Feb', '2023', '...', 'Wuling', 'Alvez', 'kabarnya', 'akan', 'meluncur', 'dalam', 'waktu', 'dekat', ',', 'tepatnya', 'di', 'IIMS', '2023', ',', 'dan', 'bisa', 'menjadi', 'penantang', 'Hyundai', 'Creta', 'dan', 'Honda', 'HR-V', '.']","['Intip', 'Spesifikasi', 'Wuling', 'Alvez', ',', 'Penantang', 'Creta', 'dan', 'HR-V', '10', 'Feb', '2023', '...', 'Wuling', 'Alvez', 'kabarnya', 'akan', 'meluncur', 'dalam', 'waktu', 'dekat', ',', 'tepatnya', 'di', 'IIMS', '2023', ',', 'dan', 'bisa', 'menjadi', 'penantang', 'Hyundai', 'Creta', 'dan', 'Honda', 'HR-V', '.']"
"Latih Wanita Mengemudi, Instruktur Dibuat Merana, Daihatsu Ayla ... 10 Feb 2023 ... ""Saat mobil belok, pengemudi kehilangan kendali akibat jalan bergelombang, lalu tiba-tiba mobil sudah nyungsep,"" ujar Jumbadi, (9/2/23).",Keselamatan,latih wanita mengemudi instruktur dibuat merana daihatsu ayla feb saat mobil belok pengemudi kehilangan kendali akibat jalan bergelombang lalu tiba tiba mobil sudah nyungsep ujar jumbadi,latih wanita kemudi instruktur buat merana daihatsu ayla 10 feb 2023 saat mobil belok kemudi hilang kendali akibat jalan gelombang lalu tiba mobil sudah nyungsep ujar jumbadi 9 2 23,"['Latih', 'Wanita', 'Mengemudi', ',', 'Instruktur', 'Dibuat', 'Merana', ',', 'Daihatsu', 'Ayla', '...', '10', 'Feb', '2023', '...', '``', 'Saat', 'mobil', 'belok', ',', 'pengemudi', 'kehilangan', 'kendali', 'akibat', 'jalan', 'bergelombang', ',', 'lalu', 'tiba-tiba', 'mobil', 'sudah', 'nyungsep', ',', ""''"", 'ujar', 'Jumbadi', ',', '(', '9/2/23', ')', '.']","['Latih', 'Wanita', 'Mengemudi', ',', 'Instruktur', 'Dibuat', 'Merana', ',', 'Daihatsu', 'Ayla', '...', '10', 'Feb', '2023', '...', '``', 'Saat', 'mobil', 'belok', ',', 'pengemudi', 'kehilangan', 'kendali', 'akibat', 'jalan', 'bergelombang', ',', 'lalu', 'tiba-tiba', 'mobil', 'sudah', 'nyungsep', ',', ""''"", 'ujar', 'Jumbadi', ',', '(', '9/2/23', ')', '.']"
"Wuling Alvez Jadi Misteri, Dealer Belum Berani Terima Pesanan ... 10 Feb 2023 ... Wuling Alvez kini jadi misteri, disebut cuma perkenalan di IIMS 2023, dealer juga belum berani terima pesanan.",0,wuling alvez jadi misteri dealer belum berani terima pesanan feb wuling alvez kini jadi misteri disebut cuma perkenalan di iims dealer juga belum berani terima pesanan,wuling alvez jadi misteri dealer belum berani terima pesan 10 feb 2023 wuling alvez kini jadi misteri sebut cuma kenal iims 2023 dealer belum berani terima pesan,"['Wuling', 'Alvez', 'Jadi', 'Misteri', ',', 'Dealer', 'Belum', 'Berani', 'Terima', 'Pesanan', '...', '10', 'Feb', '2023', '...', 'Wuling', 'Alvez', 'kini', 'jadi', 'misteri', ',', 'disebut', 'cuma', 'perkenalan', 'di', 'IIMS', '2023', ',', 'dealer', 'juga', 'belum', 'berani', 'terima', 'pesanan', '.']","['Wuling', 'Alvez', 'Jadi', 'Misteri', ',', 'Dealer', 'Belum', 'Berani', 'Terima', 'Pesanan', '...', '10', 'Feb', '2023', '...', 'Wuling', 'Alvez', 'kini', 'jadi', 'misteri', ',', 'disebut', 'hanya', 'perkenalan', 'di', 'IIMS', '2023', ',', 'dealer', 'juga', 'belum', 'berani', 'terima', 'pesanan', '.']"
"Dibikin Hanya 20 Unit, Segini Harga Mercedes-AMG G 63 Edition ... 10 Feb 2023 ... PT Mercedes-Benz Distribution Indonesia luncurkan model kendaraan terbaru Mercedes-AMG G 63 Edition 53 edisi terbatas.",Reliabilitas,dibikin hanya unit segini harga mercedes amg g edition feb pt mercedes benz distribution indonesia luncurkan model kendaraan terbaru mercedes amg g edition edisi terbatas,bikin hanya 20 unit gin harga mercedes-amg g 63 edition 10 feb 2023 pt mercedes-benz distribution indonesia luncur model kendara baru mercedes-amg g 63 edition 53 edisi batas,"['Dibikin', 'Hanya', '20', 'Unit', ',', 'Segini', 'Harga', 'Mercedes-AMG', 'G', '63', 'Edition', '...', '10', 'Feb', '2023', '...', 'PT', 'Mercedes-Benz', 'Distribution', 'Indonesia', 'luncurkan', 'model', 'kendaraan', 'terbaru', 'Mercedes-AMG', 'G', '63', 'Edition', '53', 'edisi', 'terbatas', '.']","['Dibikin', 'Hanya', '20', 'Unit', ',', 'Segini', 'Harga', 'Mercedes-AMG', 'G', '63', 'Edition', '...', '10', 'Feb', '2023', '...', 'PT', 'Mercedes-Benz', 'Distribution', 'Indonesia', 'luncurkan', 'model', 'kendaraan', 'terbaru', 'Mercedes-AMG', 'G', '63', 'Edition', '53', 'edisi', 'terbatas', '.']"
Jual Mobil Daihatsu Xenia 2017 X DELUXE 1.3 di Jawa Timur ... 10 Feb 2023 ... Jual Mobil Daihatsu Xenia 2017 X DELUXE 1.3 di Jawa Timur Manual MPV Hitam Rp 133.000.000 - 9904153 - Carmudi.co.id - xenia 2017 tipe x platÂ ...,Biaya,jual mobil daihatsu xenia x deluxe di jawa timur feb jual mobil daihatsu xenia x deluxe di jawa timur manual mpv hitam rp carmudi co id xenia tipe x plat,jual mobil daihatsu xenia 2017 x deluxe 1 3 jawa timur 10 feb 2023 jual mobil daihatsu xenia 2017 x deluxe 1 3 jawa timur manual mpv hitam rp 133 000 000 - 9904153 - carmudi co id - xenia 2017 tipe plat,"['Jual', 'Mobil', 'Daihatsu', 'Xenia', '2017', 'X', 'DELUXE', '1.3', 'di', 'Jawa', 'Timur', '...', '10', 'Feb', '2023', '...', 'Jual', 'Mobil', 'Daihatsu', 'Xenia', '2017', 'X', 'DELUXE', '1.3', 'di', 'Jawa', 'Timur', 'Manual', 'MPV', 'Hitam', 'Rp', '133.000.000', '-', '9904153', '-', 'Carmudi.co.id', '-', 'xenia', '2017', 'tipe', 'x', 'platÂ', '...']","['Jual', 'Mobil', 'Daihatsu', 'Xenia', '2017', 'X', 'DELUXE', '1.3', 'di', 'Jawa', 'Timur', '...', '10', 'Feb', '2023', '...', 'Jual', 'Mobil', 'Daihatsu', 'Xenia', '2017', 'X', 'DELUXE', '1.3', 'di', 'Jawa', 'Timur', 'Manual', 'MPV', 'Hitam', 'Rp', '133.000.000', '-', '9904153', '-', 'Carmudi.co.id', '-', 'xenia', '2017', 'tipe', 'x', 'platÂ', '...']"
